Line,X,Y,Ch1,Ch2,Ch3,Ch4
Livs0125p_01,287618.26,2476410.73,-6.59,-3.91,-1.28,-0.35
Livs0125p_01,287618.36,2476410.72,-6.39,-3.73,-1.08,-0.36
Livs0125p_01,287618.47,2476410.72,-6.21,-3.53,-0.1,-0.83
Livs0125p_01,287618.58,2476410.72,-5.82,-3.43,0.08,-0.65
Livs0125p_01,287618.68,2476410.72,-5.73,-3.33,-0.11,-0.65
Livs0125p_01,287618.77,2476410.72,-5.55,-3.04,-0.3,-0.44
Livs0125p_01,287618.86,2476410.71,-5.08,-2.57,-0.5,-0.35
Livs0125p_01,287618.95,2476410.71,-4.77,-1.98,-0.41,0.14
Livs0125p_01,287619.05,2476410.71,-4.51,-1.88,-0.5,0.24
Livs0125p_01,287619.14,2476410.71,-4.32,-1.61,-0.39,0.23
Livs0125p_01,287619.23,2476410.71,-4.31,-1.7,-0.2,0.33
Livs0125p_01,287619.32,2476410.7,-4.88,-2.18,-0.41,0.14
Livs0125p_01,287619.42,2476410.7,-5.28,-2.57,-0.87,-0.45
Livs0125p_01,287619.5,2476410.7,-5.67,-2.66,-1.09,-0.74
Livs0125p_01,287619.58,2476410.7,-5.47,-2.47,-0.99,-0.56
Livs0125p_01,287619.66,2476410.7,-5.48,-2.67,-0.89,-0.36
Livs0125p_01,287619.74,2476410.7,-5.66,-2.86,-0.87,-0.63
Livs0125p_01,287619.82,2476410.7,-5.47,-2.77,-0.78,-0.16
Livs0125p_01,287619.9,2476410.7,-5.4,-2.75,-0.8,-0.08
Livs0125p_01,287619.97,2476410.7,-5,-2.48,-0.59,0.13
Livs0125p_01,287620.05,2476410.7,-4.81,-2.18,-0.5,0.12
Livs0125p_01,287620.13,2476410.7,-4.22,-1.71,-0.4,0.14
Livs0125p_01,287620.21,2476410.7,-3.83,-1.6,-0.12,0.22
Livs0125p_01,287620.3,2476410.7,-3.65,-1.41,-0.01,0.33
Livs0125p_01,287620.39,2476410.69,-3.84,-1.31,0.19,0.23
Livs0125p_01,287620.48,2476410.69,-4.14,-1.41,0.27,0.23
Livs0125p_01,287620.57,2476410.69,-4.7,-1.81,0.08,0.22
Livs0125p_01,287620.66,2476410.68,-5.08,-1.99,-0.21,-0.06
Livs0125p_01,287620.75,2476410.68,-5.48,-2.18,-0.39,-0.36
Livs0125p_01,287620.84,2476410.67,-5.56,-2.08,-0.4,-0.16
Livs0125p_01,287620.93,2476410.67,-5.37,-2.18,-0.5,-0.08
Livs0125p_01,287621.03,2476410.67,-5.28,-2.18,-0.5,-0.07
Livs0125p_01,287621.12,2476410.66,-5.67,-2.57,-0.87,-0.54
Livs0125p_01,287621.22,2476410.66,-5.76,-2.76,-0.98,-0.56
Livs0125p_01,287621.31,2476410.65,-6.24,-3.24,-0.98,-0.46
Livs0125p_01,287621.41,2476410.65,-6.63,-3.74,-1.16,-0.55
Livs0125p_01,287621.5,2476410.64,-6.52,-3.45,-0.98,-0.06
Livs0125p_01,287621.6,2476410.64,-6.73,-3.72,-1.27,-0.45
Livs0125p_01,287621.7,2476410.63,-6.72,-3.54,-1.18,-0.45
Livs0125p_01,287621.79,2476410.62,-7.01,-3.82,-1.26,-0.36
Livs0125p_01,287621.89,2476410.62,-7.2,-4,-1.65,-0.74
Livs0125p_01,287621.99,2476410.61,-7.38,-3.72,-1.75,-0.84
Livs0125p_01,287622.09,2476410.6,-7.29,-3.63,-1.66,-0.74
Livs0125p_01,287622.19,2476410.59,-7.11,-3.63,-1.55,-0.44
Livs0125p_01,287622.29,2476410.57,-7.21,-3.81,-1.45,-0.36
Livs0125p_01,287622.39,2476410.56,-7.39,-4.1,-1.46,-0.26
Livs0125p_01,287622.49,2476410.55,-7.38,-4.4,-1.46,-0.36
Livs0125p_01,287622.59,2476410.54,-7.29,-4.01,-1.38,-0.36
Livs0125p_01,287622.69,2476410.53,-7.29,-3.82,-1.45,-0.63
Livs0125p_01,287622.79,2476410.51,-7.19,-3.45,-1.38,-0.74
Livs0125p_01,287622.89,2476410.5,-6.8,-3.05,-0.79,-0.27
Livs0125p_01,287622.99,2476410.47,-7.1,-3.34,-0.79,-0.25
Livs0125p_01,287623.1,2476410.45,-7.41,-3.63,-0.87,-0.34
Livs0125p_01,287623.2,2476410.43,-7.5,-3.63,-1.17,-0.35
Livs0125p_01,287623.3,2476410.4,-6.93,-3.33,-1.08,-0.36
Livs0125p_01,287623.4,2476410.38,-6.44,-3.23,-0.99,-0.55
Livs0125p_01,287623.5,2476410.36,-6.25,-3.04,-0.99,-0.46
Livs0125p_01,287623.61,2476410.34,-5.77,-2.37,-0.5,0.03
Livs0125p_01,287623.71,2476410.31,-5.49,-2.17,-0.31,0.13
Livs0125p_01,287623.81,2476410.28,-5.29,-2.18,-0.31,0.14
Livs0125p_01,287623.91,2476410.25,-5.19,-2.28,-0.51,0.13
Livs0125p_01,287624.01,2476410.21,-5.1,-2.67,-0.89,-0.36
Livs0125p_01,287624.11,2476410.17,-5.3,-3.05,-0.98,-0.36
Livs0125p_01,287624.21,2476410.13,-5.41,-2.85,-0.89,-0.15
Livs0125p_01,287624.32,2476410.09,-5.79,-2.86,-0.79,0.11
Livs0125p_01,287624.42,2476410.06,-6.37,-3.15,-0.99,-0.07
Livs0125p_01,287624.52,2476410.02,-6.68,-3.34,-1.18,-0.08
Livs0125p_01,287624.62,2476409.98,-6.19,-3.15,-1.09,-0.56
Livs0125p_01,287624.72,2476409.94,-4.54,-1.91,-0.5,-0.27
Livs0125p_01,287624.81,2476409.89,-2.14,-0.36,0.08,-0.16
Livs0125p_01,287624.9,2476409.83,-0.8,0.72,1.25,0.79
Livs0125p_01,287625,2476409.78,-0.71,0.91,1.33,0.9
Livs0125p_01,287625.09,2476409.73,-1.85,0.23,1.23,0.69
Livs0125p_01,287625.19,2476409.68,-2.83,-0.45,0.86,0.6
Livs0125p_01,287625.28,2476409.63,-3.91,-1.43,0.45,0.31
Livs0125p_01,287625.38,2476409.57,-4.58,-1.91,0.26,0.32
Livs0125p_01,287625.47,2476409.52,-5.16,-2.28,-0.11,0.02
Livs0125p_01,287625.56,2476409.47,-5.56,-2.58,-0.2,0.12
Livs0125p_01,287625.65,2476409.4,-6.24,-3.17,-0.89,-0.27
Livs0125p_01,287625.74,2476409.34,-6.53,-3.25,-0.89,-0.26
Livs0125p_01,287625.83,2476409.28,-6.91,-3.54,-1.07,-0.38
Livs0125p_01,287625.91,2476409.22,-6.81,-3.07,-0.71,0.22
Livs0125p_01,287626,2476409.15,-7.11,-3.35,-0.88,0.21
Livs0125p_01,287626.09,2476409.09,-7.31,-3.35,-1.08,0.12
Livs0125p_01,287626.17,2476409.03,-7.59,-3.93,-1.38,-0.18
Livs0125p_01,287626.26,2476408.96,-7.12,-3.46,-1.08,-0.18
Livs0125p_01,287626.35,2476408.9,-6.63,-3.34,-0.71,0.11
Livs0125p_01,287626.43,2476408.82,-6.34,-3.25,-0.61,0.2
Livs0125p_01,287626.52,2476408.75,-6.73,-3.45,-0.89,-0.07
Livs0125p_01,287626.6,2476408.67,-8.58,-5,-1.96,-0.76
Livs0125p_01,287626.69,2476408.6,-9.15,-5.38,-2.64,-1.63
Livs0125p_01,287626.77,2476408.52,-8.75,-4.71,-2.05,-0.95
Livs0125p_01,287626.86,2476408.45,-7.97,-4.23,-1.46,-0.57
Livs0125p_01,287626.95,2476408.37,-7.6,-3.92,-1.29,-0.26
Livs0125p_01,287627.03,2476408.29,-8.26,-4.8,-1.95,-1.13
Livs0125p_01,287627.11,2476408.22,-7.58,-3.94,-1.77,-1.14
Livs0125p_01,287627.2,2476408.13,-7.22,-3.74,-1.47,-0.95
Livs0125p_01,287627.28,2476408.03,-6.53,-3.26,-1.28,-0.56
Livs0125p_01,287627.36,2476407.94,-5.94,-2.88,-0.79,0.02
Livs0125p_01,287627.44,2476407.84,-6.05,-2.77,-0.71,0.41
Livs0125p_01,287627.52,2476407.75,-6.33,-2.66,-0.5,0.8
Livs0125p_01,287627.6,2476407.65,-6.53,-2.76,-0.71,0.5
Livs0125p_01,287627.68,2476407.56,-6.73,-2.96,-0.79,0.11
Livs0125p_01,287627.77,2476407.46,-6.63,-2.96,-0.49,0.32
Livs0125p_01,287627.85,2476407.37,-6.43,-3.05,-0.41,0.7
Livs0125p_01,287627.92,2476407.26,-6.9,-3.65,-0.88,0.2
Livs0125p_01,287628,2476407.15,-7.31,-4.04,-1.29,-0.46
Livs0125p_01,287628.07,2476407.04,-7.2,-3.83,-1.29,-0.27
Livs0125p_01,287628.15,2476406.93,-7.48,-4.23,-1.66,-0.65
Livs0125p_01,287628.22,2476406.82,-7.58,-4.12,-1.65,-0.65
Livs0125p_01,287628.3,2476406.71,-7.59,-4.13,-1.37,-0.26
Livs0125p_01,287628.37,2476406.6,-7.57,-4.13,-1.28,0.13
Livs0125p_01,287628.45,2476406.49,-7.19,-3.36,-0.78,0.5
Livs0125p_01,287628.52,2476406.38,-7.47,-3.53,-1.09,0.49
Livs0125p_01,287628.59,2476406.26,-7.67,-3.92,-1.18,0.31
Livs0125p_01,287628.65,2476406.14,-7.86,-4.41,-1.75,-0.36
Livs0125p_01,287628.72,2476406.03,-7.58,-4.21,-1.58,-0.45
Livs0125p_01,287628.78,2476405.91,-6.91,-3.75,-1.37,-0.36
Livs0125p_01,287628.85,2476405.79,-7,-3.74,-1.18,-0.16
Livs0125p_01,287628.91,2476405.67,-7.2,-3.83,-1.08,-0.18
Livs0125p_01,287628.98,2476405.55,-7.3,-3.83,-1.19,-0.17
Livs0125p_01,287629.04,2476405.43,-7.69,-4.12,-1.37,-0.55
Livs0125p_01,287629.1,2476405.32,-7.31,-3.75,-1.17,-0.65
Livs0125p_01,287629.17,2476405.19,-7.03,-3.36,-1.08,-0.67
Livs0125p_01,287629.23,2476405.06,-6.92,-3.34,-1,-0.76
Livs0125p_01,287629.29,2476404.93,-6.44,-3.06,-0.4,0.02
Livs0125p_01,287629.35,2476404.8,-6.25,-3.06,-0.3,0.3
Livs0125p_01,287629.41,2476404.67,-5.56,-2.1,0.07,0.61
Livs0125p_01,287629.48,2476404.53,-5.19,-1.71,0.85,1.36
Livs0125p_01,287629.54,2476404.4,-5.28,-2,0.46,1.37
Livs0125p_01,287629.6,2476404.27,-5.18,-1.99,0.08,1.19
Livs0125p_01,287629.66,2476404.14,-4.9,-2,-0.13,0.78
Livs0125p_01,287629.72,2476404.01,-5.01,-2.47,-0.59,0.11
Livs0125p_01,287629.78,2476403.88,-5.28,-2.77,-0.88,-0.18
Livs0125p_01,287629.83,2476403.75,-5.39,-2.86,-0.88,-0.26
Livs0125p_01,287629.88,2476403.63,-5.86,-2.78,-0.89,-0.08
Livs0125p_01,287629.94,2476403.5,-5.78,-2.58,-0.6,0.21
Livs0125p_01,287629.99,2476403.38,-6.06,-3.17,-0.61,0.22
Livs0125p_01,287630.05,2476403.25,-6.46,-3.44,-0.99,-0.26
Livs0125p_01,287630.1,2476403.12,-5.77,-2.78,-0.4,0.3
Livs0125p_01,287630.16,2476403,-5.96,-2.98,-0.32,0.4
Livs0125p_01,287630.21,2476402.87,-5.68,-2.78,-0.22,0.61
Livs0125p_01,287630.27,2476402.75,-5.3,-3.06,-0.59,0.22
Livs0125p_01,287630.32,2476402.64,-4.42,-2.77,-1,-0.18
Livs0125p_01,287630.38,2476402.52,-3.35,-2.48,-1.19,-0.48
Livs0125p_01,287630.43,2476402.41,-1.52,-1.9,-1.29,-0.66
Livs0125p_01,287630.49,2476402.29,-0.54,-1.71,-1.18,-0.76
Livs0125p_01,287630.55,2476402.17,0.51,-1.03,-0.99,-0.48
Livs0125p_01,287630.6,2476402.06,0.12,-1.31,-0.79,0.01
Livs0125p_01,287630.66,2476401.94,-1.32,-2.47,-1.58,-0.48
Livs0125p_01,287630.71,2476401.83,-2.78,-2.68,-1.66,-0.47
Livs0125p_01,287630.78,2476401.71,-3.65,-2.76,-1.17,0.02
Livs0125p_01,287630.84,2476401.6,-5.48,-3.26,-0.89,0.32
Livs0125p_01,287630.9,2476401.48,-6.63,-3.65,-1.07,0.12
Livs0125p_01,287630.96,2476401.37,-7.41,-3.83,-1.19,-0.09
Livs0125p_01,287631.03,2476401.25,-7.59,-4.31,-1.37,-0.07
Livs0125p_01,287631.09,2476401.14,-7.59,-4.23,-1.87,-0.95
Livs0125p_01,287631.15,2476401.03,-7.21,-3.94,-1.85,-1.25
Livs0125p_01,287631.22,2476400.91,-6.33,-3.16,-1.46,-1.04
Livs0125p_01,287631.28,2476400.8,-5.07,-2.1,-0.89,-0.36
Livs0125p_01,287631.35,2476400.69,-4.09,-1.43,-0.61,-0.27
Livs0125p_01,287631.42,2476400.59,-2.65,-0.15,0.86,0.98
Livs0125p_01,287631.48,2476400.49,-0.23,1.69,1.91,1.76
Livs0125p_01,287631.55,2476400.38,1.12,2.73,3.45,3.03
Livs0125p_01,287631.62,2476400.28,1.33,2.63,3.28,2.53
Livs0125p_01,287631.69,2476400.18,-0.13,1.69,2.88,2.34
Livs0125p_01,287631.76,2476400.07,-2.34,-0.36,1.15,1.07
Livs0125p_01,287631.83,2476399.97,-4.77,-2.28,0.16,0.51
Livs0125p_01,287631.89,2476399.87,-5.24,-2.77,-0.59,0.02
Livs0125p_01,287631.96,2476399.77,-4.1,-1.9,-0.3,0.02
Livs0125p_01,287632.03,2476399.68,1.61,1.88,0.66,0.42
Livs0125p_01,287632.1,2476399.6,7.72,6.61,4.24,2.44
Livs0125p_01,287632.18,2476399.51,17.17,13.36,6.74,3.97
Livs0125p_01,287632.25,2476399.42,23.74,18.1,10.81,6.11
Livs0125p_01,287632.32,2476399.33,27.8,21,12.73,7.09
Livs0125p_01,287632.39,2476399.24,28.47,21.49,13.52,7.55
Livs0125p_01,287632.46,2476399.16,25.68,19.45,12.64,7.17
Livs0125p_01,287632.53,2476399.07,18.81,14.42,11.1,6.3
Livs0125p_01,287632.6,2476398.99,13.41,10.47,8,4.38
Livs0125p_01,287632.68,2476398.91,8.3,6.6,5.68,3.03
Livs0125p_01,287632.76,2476398.83,3.08,2.73,3.84,1.87
Livs0125p_01,287632.83,2476398.75,0.37,0.8,2.11,0.89
Livs0125p_01,287632.91,2476398.67,-2.34,-1.21,0.95,0.41
Livs0125p_01,287632.99,2476398.6,-3.12,-1.89,0.27,0.23
Livs0125p_01,287633.07,2476398.52,-3.79,-2.18,-0.03,0.02
Livs0125p_01,287633.14,2476398.44,-4.26,-2.08,-0.11,0.12
Livs0125p_01,287633.22,2476398.36,-4.48,-1.8,-0.12,0.22
Livs0125p_01,287633.3,2476398.29,-4.77,-1.99,-0.2,0.3
Livs0125p_01,287633.39,2476398.22,-5.81,-3.06,-0.98,-0.37
Livs0125p_01,287633.48,2476398.16,-6.59,-3.54,-1.56,-1.03
Livs0125p_01,287633.57,2476398.09,-6.99,-3.65,-1.66,-1.14
Livs0125p_01,287633.66,2476398.03,-7.08,-3.64,-1.66,-1.33
Livs0125p_01,287633.74,2476397.96,-7.09,-3.64,-1.57,-1.33
Livs0125p_01,287633.83,2476397.89,-7.38,-3.74,-1.47,-0.94
Livs0125p_01,287633.92,2476397.83,-7.75,-3.46,-1.08,-0.18
Livs0125p_01,287634.01,2476397.76,-7.48,-2.96,-0.51,0.79
Livs0125p_01,287634.1,2476397.7,-7.66,-3.26,-0.79,1.09
Livs0125p_01,287634.2,2476397.65,-7.78,-3.44,-0.79,0.78
Livs0125p_01,287634.3,2476397.6,-7.58,-3.54,-0.88,0.71
Livs0125p_01,287634.4,2476397.56,-7.67,-3.94,-1.28,0.22
Livs0125p_01,287634.5,2476397.51,-8.43,-5.2,-1.76,-0.37
Livs0125p_01,287634.6,2476397.46,-8.64,-5.19,-2.05,-0.85
Livs0125p_01,287634.7,2476397.42,-8.65,-4.89,-2.05,-0.85
Livs0125p_01,287634.8,2476397.37,-9.03,-5.09,-2.34,-1.05
Livs0125p_01,287634.9,2476397.32,-9.31,-5.27,-2.53,-1.23
Livs0125p_01,287635,2476397.28,-8.53,-4.22,-1.96,-0.56
Livs0125p_01,287635.1,2476397.25,-8.63,-4.23,-1.76,-0.17
Livs0125p_01,287635.2,2476397.22,-8.53,-3.93,-1.47,0.22
Livs0125p_01,287635.31,2476397.19,-8.03,-4.02,-1.19,0.4
Livs0125p_01,287635.41,2476397.16,-8.15,-4.23,-1.36,0.4
Livs0125p_01,287635.51,2476397.13,-8.33,-4.4,-1.57,0.11
Livs0125p_01,287635.62,2476397.1,-8.23,-4.21,-1.77,-0.27
Livs0125p_01,287635.72,2476397.07,-8.03,-4.12,-1.55,-0.46
Livs0125p_01,287635.82,2476397.04,-7.34,-3.83,-1.28,-0.46
Livs0125p_01,287635.93,2476397.01,-6.97,-3.44,-0.89,-0.18
Livs0125p_01,287636.03,2476396.99,-6.86,-3.73,-0.98,-0.27
Livs0125p_01,287636.14,2476396.98,-6.87,-3.92,-1.27,-0.64
Livs0125p_01,287636.25,2476396.97,-6.86,-3.91,-1.36,-0.85
Livs0125p_01,287636.36,2476396.96,-6.84,-3.73,-1.38,-0.83
Livs0125p_01,287636.47,2476396.95,-7.04,-3.73,-1.26,-0.45
Livs0125p_01,287636.58,2476396.94,-7.91,-4.32,-1.48,-0.66
Livs0125p_01,287636.68,2476396.93,-8,-4.4,-1.75,-0.64
Livs0125p_01,287636.79,2476396.92,-7.52,-3.92,-1.57,-0.56
Livs0125p_01,287636.9,2476396.92,-7.04,-3.33,-1.26,-0.36
Livs0125p_01,287637.01,2476396.92,-6.73,-2.96,-0.88,-0.35
Livs0125p_01,287637.11,2476396.93,-6.14,-2.75,-0.6,-0.27
Livs0125p_01,287637.22,2476396.94,-6.14,-2.86,-0.6,-0.16
Livs0125p_01,287637.32,2476396.95,-6.24,-3.05,-0.59,-0.17
Livs0125p_01,287637.43,2476396.96,-6.13,-2.94,-0.79,-0.16
Livs0125p_01,287637.53,2476396.97,-5.84,-2.57,-0.4,0.42
Livs0125p_01,287637.64,2476396.99,-5.95,-2.66,-0.41,0.31
Livs0125p_01,287637.74,2476397,-6.05,-2.76,-0.51,0.13
Livs0125p_01,287637.85,2476397.01,-6.13,-2.86,-0.59,0.03
Livs0125p_01,287637.95,2476397.03,-6.24,-2.95,-0.59,0.02
Livs0125p_01,287638.06,2476397.07,-6.22,-2.85,-0.79,-0.27
Livs0125p_01,287638.17,2476397.1,-6.13,-2.85,-0.68,-0.36
Livs0125p_01,287638.27,2476397.13,-6.15,-2.96,-0.98,-0.44
Livs0125p_01,287638.38,2476397.17,-6.42,-3.15,-1.17,-0.64
Livs0125p_01,287638.49,2476397.2,-6.62,-3.35,-1.08,-0.45
Livs0125p_01,287638.59,2476397.23,-6.82,-3.45,-0.99,-0.35
Livs0125p_01,287638.7,2476397.27,-7.1,-3.53,-1.17,-0.35
Livs0125p_01,287638.81,2476397.3,-6.62,-3.44,-1.08,0.03
Livs0125p_01,287638.91,2476397.34,-5.96,-3.54,-0.98,0.31
Livs0125p_01,287639.02,2476397.4,-5.96,-3.54,-0.87,0.32
Livs0125p_01,287639.12,2476397.46,-6.13,-3.72,-0.88,0.41
Livs0125p_01,287639.22,2476397.52,-6.54,-3.92,-1.08,0.32
Livs0125p_01,287639.33,2476397.58,-6.9,-4.22,-1.28,0.02
Livs0125p_01,287639.43,2476397.64,-7.4,-4.3,-1.65,-0.35
Livs0125p_01,287639.54,2476397.7,-7.4,-3.91,-1.74,-0.44
Livs0125p_01,287639.64,2476397.76,-7.3,-3.73,-1.57,-0.55
Livs0125p_01,287639.74,2476397.82,-7.1,-3.63,-1.45,-0.36
Livs0125p_01,287639.84,2476397.89,-6.91,-3.23,-1.28,-0.26
Livs0125p_01,287639.94,2476397.97,-6.73,-3.34,-1.18,-0.35
Livs0125p_01,287640.04,2476398.05,-6.45,-3.34,-1.09,-0.34
Livs0125p_01,287640.13,2476398.12,-6.91,-3.53,-1.26,-0.84
Livs0125p_01,287640.23,2476398.2,-7.41,-3.74,-1.47,-0.92
Livs0125p_01,287640.32,2476398.28,-7.89,-3.92,-1.57,-1.04
Livs0125p_01,287640.42,2476398.36,-7.91,-3.82,-1.28,-0.92
Livs0125p_01,287640.52,2476398.44,-7.61,-3.73,-1.17,-0.64
Livs0125p_01,287640.61,2476398.52,-6.83,-3.35,-0.9,-0.07
Livs0125p_01,287640.7,2476398.6,-5.69,-2.67,-0.51,0.02
Livs0125p_01,287640.79,2476398.69,-4.24,-1.99,-0.39,0.23
Livs0125p_01,287640.87,2476398.79,-3.66,-1.61,-0.03,0.22
Livs0125p_01,287640.96,2476398.88,-3.56,-1.11,0.17,0.04
Livs0125p_01,287641.04,2476398.97,-3.95,-1.23,0.09,-0.06
Livs0125p_01,287641.13,2476399.07,-4.82,-2,-0.4,-0.15
Livs0125p_01,287641.21,2476399.16,-6.47,-3.33,-0.89,-0.08
Livs0125p_01,287641.29,2476399.25,-7.25,-3.82,-1.28,-0.25
Livs0125p_01,287641.38,2476399.35,-7.71,-4.31,-1.27,-0.36
Livs0125p_01,287641.46,2476399.44,-7.9,-4.59,-1.46,-0.35
Livs0125p_01,287641.53,2476399.54,-8.11,-4.41,-1.48,-0.46
Livs0125p_01,287641.6,2476399.65,-7.92,-4.3,-1.27,-0.37
Livs0125p_01,287641.67,2476399.75,-8.01,-4.4,-1.27,0.12
Livs0125p_01,287641.74,2476399.86,-8.11,-4.3,-1.26,0.03
Livs0125p_01,287641.81,2476399.96,-8.1,-4.32,-1.48,-0.07
Livs0125p_01,287641.87,2476400.07,-8.19,-4.2,-1.47,-0.17
Livs0125p_01,287641.94,2476400.17,-7.82,-3.93,-1.37,-0.17
Livs0125p_01,287642.01,2476400.28,-7.31,-3.82,-1.28,-0.66
Livs0125p_01,287642.08,2476400.38,-7.14,-4.03,-1.47,-1.14
Livs0125p_01,287642.13,2476400.49,-7.03,-3.92,-1.55,-1.13
Livs0125p_01,287642.18,2476400.6,-7.02,-3.74,-1.65,-1.21
Livs0125p_01,287642.23,2476400.7,-7.52,-3.82,-1.74,-1.32
Livs0125p_01,287642.28,2476400.81,-7.61,-3.92,-1.76,-1.13
Livs0125p_01,287642.33,2476400.92,-8.27,-4.51,-2.05,-1.32
Livs0125p_01,287642.38,2476401.03,-8.75,-4.8,-2.04,-1.22
Livs0125p_01,287642.43,2476401.13,-9.13,-5.37,-2.23,-1.22
Livs0125p_01,287642.48,2476401.24,-9.31,-5.56,-2.23,-1.02
Livs0125p_01,287642.53,2476401.35,-8.94,-5.18,-2.14,-0.84
Livs0125p_01,287642.57,2476401.45,-7.77,-4.21,-1.84,-0.92
Livs0125p_01,287642.6,2476401.56,-6.52,-3.25,-1.27,-0.73
Livs0125p_01,287642.63,2476401.67,-5.45,-2.57,-0.99,-0.53
Livs0125p_01,287642.67,2476401.77,-4.68,-2.07,-0.87,-0.54
Livs0125p_01,287642.7,2476401.88,-4.58,-2.08,-1.16,-0.54
Livs0125p_01,287642.73,2476401.99,-5.06,-2.37,-0.97,-0.45
Livs0125p_01,287642.76,2476402.1,-5.82,-2.95,-1.27,-0.54
Livs0125p_01,287642.8,2476402.2,-6.68,-3.43,-1.46,-0.53
Livs0125p_01,287642.83,2476402.31,-7.07,-3.62,-1.57,-0.65
Livs0125p_01,287642.85,2476402.42,-7.18,-3.62,-1.56,-0.74
Livs0125p_01,287642.87,2476402.53,-7.27,-3.63,-1.45,-0.73
Livs0125p_01,287642.88,2476402.63,-7.26,-3.52,-1.37,-0.54
Livs0125p_01,287642.9,2476402.74,-7.36,-3.53,-1.36,-0.44
Livs0125p_01,287642.91,2476402.85,-7.54,-3.71,-1.27,-0.44
Livs0125p_01,287642.93,2476402.96,-7.65,-3.72,-1.36,-0.55
Livs0125p_01,287642.94,2476403.07,-7.83,-3.9,-1.47,-0.44
Livs0125p_01,287642.95,2476403.17,-7.93,-3.72,-1.26,-0.26
Livs0125p_01,287642.97,2476403.28,-7.94,-3.54,-1.08,-0.15
Livs0125p_01,287642.98,2476403.39,-8.13,-3.72,-1.06,-0.35
Livs0125p_01,287642.97,2476403.5,-8.33,-3.82,-1.36,-0.55
Livs0125p_01,287642.97,2476403.62,-8.32,-3.92,-1.35,-0.54
Livs0125p_01,287642.97,2476403.73,-8.42,-4.01,-1.47,-0.45
Livs0125p_01,287642.96,2476403.84,-8.43,-4.11,-1.65,-0.54
Livs0125p_01,287642.96,2476403.95,-8.06,-4.11,-1.64,-0.54
Livs0125p_01,287642.95,2476404.07,-7.86,-4.01,-1.56,-0.64
Livs0125p_01,287642.95,2476404.18,-7.39,-3.73,-1.46,-0.36
Livs0125p_01,287642.94,2476404.29,-7.28,-3.33,-1.27,-0.35
Livs0125p_01,287642.94,2476404.4,-7.11,-3.42,-1.28,-0.35
Livs0125p_01,287642.92,2476404.51,-6.99,-3.63,-1.27,-0.34
Livs0125p_01,287642.9,2476404.61,-7.11,-3.72,-1.17,-0.44
Livs0125p_01,287642.88,2476404.72,-7.11,-3.73,-0.99,-0.44
Livs0125p_01,287642.86,2476404.82,-7.2,-4.02,-1.36,-0.56
Livs0125p_01,287642.84,2476404.92,-7.39,-4.31,-1.67,-0.64
Livs0125p_01,287642.82,2476405.02,-7.79,-4.5,-1.85,-0.83
Livs0125p_01,287642.8,2476405.13,-7.9,-4.31,-1.75,-0.75
Livs0125p_01,287642.78,2476405.23,-7.99,-4.2,-1.66,-0.56
Livs0125p_01,287642.76,2476405.33,-8.09,-4.21,-1.46,-0.55
Livs0125p_01,287642.73,2476405.43,-8.09,-4.2,-1.55,-0.45
Livs0125p_01,287642.69,2476405.52,-8.09,-4.31,-1.45,-0.45
Livs0125p_01,287642.66,2476405.61,-7.89,-4.51,-1.45,-0.26
Livs0125p_01,287642.62,2476405.7,-8.11,-4.6,-1.55,-0.55
Livs0125p_01,287642.58,2476405.8,-8.2,-4.4,-1.57,-0.64
Livs0125p_01,287642.55,2476405.89,-8.39,-4.6,-1.85,-0.85
Livs0125p_01,287642.51,2476405.98,-8.39,-4.49,-1.84,-0.83
Livs0125p_01,287642.48,2476406.07,-8.69,-4.5,-1.66,-0.64
Livs0125p_01,287642.44,2476406.16,-8.98,-4.79,-1.77,-0.65
Livs0125p_01,287642.39,2476406.25,-8.99,-5.08,-1.84,-0.66
Livs0125p_01,287642.34,2476406.33,-8.99,-4.99,-1.85,-0.65
Livs0125p_01,287642.29,2476406.41,-8.87,-4.79,-1.85,-0.56
Livs0125p_01,287642.23,2476406.49,-8.99,-4.98,-2.04,-0.83
Livs0125p_01,287642.18,2476406.57,-8.88,-4.99,-2.05,-0.83
Livs0125p_01,287642.13,2476406.65,-8.89,-4.8,-1.86,-0.93
Livs0125p_01,287642.08,2476406.73,-8.89,-4.59,-1.65,-0.76
Livs0125p_01,287642.02,2476406.81,-9.09,-4.8,-1.75,-0.65
Livs0125p_01,287641.97,2476406.89,-9.26,-4.89,-1.77,-0.66
Livs0125p_01,287641.91,2476406.97,-9.17,-4.7,-1.85,-0.66
Livs0125p_01,287641.85,2476407.03,-9.07,-5.07,-1.95,-0.55
Livs0125p_01,287641.78,2476407.1,-9.16,-4.97,-2.04,-0.44
Livs0125p_01,287641.72,2476407.17,-9.26,-4.98,-2.04,-0.27
Livs0125p_01,287641.66,2476407.23,-9.26,-4.79,-1.76,-0.15
Livs0125p_01,287641.59,2476407.3,-8.95,-4.4,-1.47,0.13
Livs0125p_01,287641.53,2476407.37,-8.95,-4.69,-1.66,-0.16
Livs0125p_01,287641.47,2476407.43,-8.95,-4.88,-1.95,-0.74
Livs0125p_01,287641.41,2476407.5,-8.76,-4.79,-1.85,-0.84
Livs0125p_01,287641.33,2476407.56,-8.66,-4.7,-1.95,-0.63
Livs0125p_01,287641.25,2476407.62,-8.76,-4.59,-1.96,-0.55
